trace_id,f1,f2
TRACE_PERSON_0000000379,PERSON_0000000740,PERSON_0000000054
TRACE_PERSON_0000000399,PERSON_0000000827,PERSON_0000000123
TRACE_PERSON_0000000215,PERSON_0000000786,PERSON_0000000445
TRACE_PERSON_0000000651,PERSON_0000000137,PERSON_0000000338
TRACE_PERSON_0000000809,PERSON_0000000841,PERSON_0000000775
TRACE_PERSON_0000000898,PERSON_0000000795,PERSON_0000000115
TRACE_PERSON_0000000958,PERSON_0000000069,PERSON_0000000482
TRACE_PERSON_0000000994,PERSON_0000000577,PERSON_0000000764
TRACE_PERSON_0000000221,PERSON_0000000283,PERSON_0000000180
TRACE_PERSON_0000000699,PERSON_0000000364,PERSON_0000000065
TRACE_PERSON_0000000616,PERSON_0000000781,PERSON_0000000974
TRACE_PERSON_0000000804,PERSON_0000000003,PERSON_0000000959
TRACE_PERSON_0000000651,PERSON_0000000240,PERSON_0000000346
TRACE_PERSON_0000000972,PERSON_0000000824,PERSON_0000000492
TRACE_PERSON_0000000886,PERSON_0000000174,PERSON_0000000957
TRACE_PERSON_0000000811,PERSON_0000000279,PERSON_0000000427
TRACE_PERSON_0000000457,PERSON_0000000738,PERSON_0000000568
TRACE_PERSON_0000000651,PERSON_0000000388,PERSON_0000000058
TRACE_PERSON_0000000494,PERSON_0000000615,PERSON_0000000804
TRACE_PERSON_0000000573,PERSON_0000000441,PERSON_0000000575
TRACE_PERSON_0000000130,PERSON_0000000318,PERSON_0000000709
TRACE_PERSON_0000000296,PERSON_0000000427,PERSON_0000000886
TRACE_PERSON_0000000852,PERSON_0000000270,PERSON_0000000615
TRACE_PERSON_0000000849,PERSON_0000000837,PERSON_0000000487
TRACE_PERSON_0000000868,PERSON_0000000471,PERSON_0000000864
TRACE_PERSON_0000000106,PERSON_0000000207,PERSON_0000000336
TRACE_PERSON_0000000698,PERSON_0000000200,PERSON_0000000468
TRACE_PERSON_0000000110,PERSON_0000000857,PERSON_0000000223
TRACE_PERSON_0000000800,PERSON_0000000114,PERSON_0000000382
TRACE_PERSON_0000000447,PERSON_0000000474,PERSON_0000000310
TRACE_PERSON_0000000146,PERSON_0000000492,PERSON_0000000691
TRACE_PERSON_0000000477,PERSON_0000000741,PERSON_0000000295
TRACE_PERSON_0000000494,PERSON_0000000416,PERSON_0000000179
TRACE_PERSON_0000000138,PERSON_0000000713,PERSON_0000000216
TRACE_PERSON_0000000445,PERSON_0000000485,PERSON_0000000478
TRACE_PERSON_0000000208,PERSON_0000000852,PERSON_0000000746
TRACE_PERSON_0000000221,PERSON_0000000832,PERSON_0000000600
TRACE_PERSON_0000000609,PERSON_0000000080,PERSON_0000000464
TRACE_PERSON_0000000182,PERSON_0000000013,PERSON_0000000243
TRACE_PERSON_0000000805,PERSON_0000000844,PERSON_0000000387
TRACE_PERSON_0000000752,PERSON_0000000055,PERSON_0000000447
TRACE_PERSON_0000000175,PERSON_0000000782,PERSON_0000000899
TRACE_PERSON_0000000552,PERSON_0000000781,PERSON_0000000471
TRACE_PERSON_0000000629,PERSON_0000000316,PERSON_0000000314
TRACE_PERSON_0000000881,PERSON_0000000035,PERSON_0000000271
TRACE_PERSON_0000000413,PERSON_0000000816,PERSON_0000000084
TRACE_PERSON_0000000169,PERSON_0000000679,PERSON_0000000364
TRACE_PERSON_0000000616,PERSON_0000000733,PERSON_0000000712
TRACE_PERSON_0000000215,PERSON_0000000525,PERSON_0000000394
TRACE_PERSON_0000000087,PERSON_0000000300,PERSON_0000000972
TRACE_PERSON_0000000324,PERSON_0000000670,PERSON_0000000127
TRACE_PERSON_0000000581,PERSON_0000000188,PERSON_0000000873
TRACE_PERSON_0000000892,PERSON_0000000270,PERSON_0000000615
TRACE_PERSON_0000000374,PERSON_0000000675,PERSON_0000000385
TRACE_PERSON_0000000882,PERSON_0000000064,PERSON_0000000351
TRACE_PERSON_0000000886,PERSON_0000000174,PERSON_0000000647
TRACE_PERSON_0000000977,PERSON_0000000928,PERSON_0000000115
TRACE_PERSON_0000000158,PERSON_0000000546,PERSON_0000000302
TRACE_PERSON_0000000725,PERSON_0000000065,PERSON_0000000139
TRACE_PERSON_0000000763,PERSON_0000000671,PERSON_0000000117
TRACE_PERSON_0000000811,PERSON_0000000700,PERSON_0000000120
TRACE_PERSON_0000000793,PERSON_0000000416,PERSON_0000000846
TRACE_PERSON_0000000805,PERSON_0000000173,PERSON_0000000211
TRACE_PERSON_0000000891,PERSON_0000000634,PERSON_0000000819
TRACE_PERSON_0000000147,PERSON_0000000299,PERSON_0000000189
TRACE_PERSON_0000000037,PERSON_0000000189,PERSON_0000000971
TRACE_PERSON_0000000852,PERSON_0000000909,PERSON_0000000951
TRACE_PERSON_0000000016,PERSON_0000000242,PERSON_0000000975
TRACE_PERSON_0000000651,PERSON_0000000897,PERSON_0000000170
TRACE_PERSON_0000000704,PERSON_0000000280,PERSON_0000000069
TRACE_PERSON_0000000804,PERSON_0000000821,PERSON_0000000539
TRACE_PERSON_0000000125,PERSON_0000000493,PERSON_0000000615
TRACE_PERSON_0000000743,PERSON_0000000837,PERSON_0000000475
TRACE_PERSON_0000000851,PERSON_0000000372,PERSON_0000000352
TRACE_PERSON_0000000399,PERSON_0000000796,PERSON_0000000873
TRACE_PERSON_0000000477,PERSON_0000000004,PERSON_0000000598
TRACE_PERSON_0000000166,PERSON_0000000695,PERSON_0000000603
TRACE_PERSON_0000000296,PERSON_0000000164,PERSON_0000000536
TRACE_PERSON_0000000169,PERSON_0000000013,PERSON_0000000518
TRACE_PERSON_0000000187,PERSON_0000000252,PERSON_0000000245
TRACE_PERSON_0000000861,PERSON_0000000000,PERSON_0000000401
TRACE_PERSON_0000000216,PERSON_0000000580,PERSON_0000000466
TRACE_PERSON_0000000898,PERSON_0000000699,PERSON_0000000373
TRACE_PERSON_0000000037,PERSON_0000000821,PERSON_0000000241
TRACE_PERSON_0000000256,PERSON_0000000150,PERSON_0000000149
TRACE_PERSON_0000000897,PERSON_0000000698,PERSON_0000000040
TRACE_PERSON_0000000133,PERSON_0000000323,PERSON_0000000328
TRACE_PERSON_0000000245,PERSON_0000000040,PERSON_0000000236
TRACE_PERSON_0000000725,PERSON_0000000115,PERSON_0000000120
TRACE_PERSON_0000000851,PERSON_0000000156,PERSON_0000000528
TRACE_PERSON_0000000967,PERSON_0000000026,PERSON_0000000102
TRACE_PERSON_0000000042,PERSON_0000000360,PERSON_0000000846
TRACE_PERSON_0000000235,PERSON_0000000919,PERSON_0000000349
TRACE_PERSON_0000000898,PERSON_0000000795,PERSON_0000000592
TRACE_PERSON_0000000133,PERSON_0000000121,PERSON_0000000859
TRACE_PERSON_0000000603,PERSON_0000000399,PERSON_0000000151
TRACE_PERSON_0000000095,PERSON_0000000435,PERSON_0000000095
TRACE_PERSON_0000000221,PERSON_0000000928,PERSON_0000000115
TRACE_PERSON_0000000053,PERSON_0000000714,PERSON_0000000227
TRACE_PERSON_0000000136,PERSON_0000000942,PERSON_0000000202
TRACE_PERSON_0000000166,PERSON_0000000677,PERSON_0000000356
TRACE_PERSON_0000000292,PERSON_0000000585,PERSON_0000000151
TRACE_PERSON_0000000324,PERSON_0000000188,PERSON_0000000873
TRACE_PERSON_0000000124,PERSON_0000000967,PERSON_0000000335
TRACE_PERSON_0000000567,PERSON_0000000993,PERSON_0000000037
TRACE_PERSON_0000000646,PERSON_0000000188,PERSON_0000000984
TRACE_PERSON_0000000421,PERSON_0000000161,PERSON_0000000421
TRACE_PERSON_0000000494,PERSON_0000000018,PERSON_0000000409
TRACE_PERSON_0000000095,PERSON_0000000084,PERSON_0000000684
TRACE_PERSON_0000000310,PERSON_0000000667,PERSON_0000000114
TRACE_PERSON_0000000843,PERSON_0000000598,PERSON_0000000660
TRACE_PERSON_0000000673,PERSON_0000000293,PERSON_0000000678
TRACE_PERSON_0000000064,PERSON_0000000272,PERSON_0000000381
TRACE_PERSON_0000000477,PERSON_0000000775,PERSON_0000000586
TRACE_PERSON_0000000494,PERSON_0000000058,PERSON_0000000583
TRACE_PERSON_0000000251,PERSON_0000000147,PERSON_0000000882
TRACE_PERSON_0000000868,PERSON_0000000560,PERSON_0000000732
TRACE_PERSON_0000000297,PERSON_0000000840,PERSON_0000000208
TRACE_PERSON_0000000881,PERSON_0000000233,PERSON_0000000881
TRACE_PERSON_0000000361,PERSON_0000000350,PERSON_0000000817
TRACE_PERSON_0000000743,PERSON_0000000040,PERSON_0000000086
TRACE_PERSON_0000000967,PERSON_0000000940,PERSON_0000000167
TRACE_PERSON_0000000773,PERSON_0000000647,PERSON_0000000642
TRACE_PERSON_0000000799,PERSON_0000000737,PERSON_0000000427
TRACE_PERSON_0000000404,PERSON_0000000400,PERSON_0000000554
TRACE_PERSON_0000000852,PERSON_0000000746,PERSON_0000000971
TRACE_PERSON_0000000820,PERSON_0000000933,PERSON_0000000267
TRACE_PERSON_0000000765,PERSON_0000000414,PERSON_0000000606
TRACE_PERSON_0000000651,PERSON_0000000556,PERSON_0000000150
TRACE_PERSON_0000000882,PERSON_0000000087,PERSON_0000000300
TRACE_PERSON_0000000943,PERSON_0000000853,PERSON_0000000750
TRACE_PERSON_0000000019,PERSON_0000000437,PERSON_0000000536
TRACE_PERSON_0000000596,PERSON_0000000797,PERSON_0000000395
TRACE_PERSON_0000000646,PERSON_0000000882,PERSON_0000000147
TRACE_PERSON_0000000992,PERSON_0000000546,PERSON_0000000302
TRACE_PERSON_0000000576,PERSON_0000000525,PERSON_0000000651
TRACE_PERSON_0000000352,PERSON_0000000378,PERSON_0000000792
TRACE_PERSON_0000000095,PERSON_0000000412,PERSON_0000000568
TRACE_PERSON_0000000240,PERSON_0000000134,PERSON_0000000270
TRACE_PERSON_0000000334,PERSON_0000000589,PERSON_0000000374
TRACE_PERSON_0000000820,PERSON_0000000722,PERSON_0000000906
TRACE_PERSON_0000000827,PERSON_0000000929,PERSON_0000000411
TRACE_PERSON_0000000138,PERSON_0000000713,PERSON_0000000755
TRACE_PERSON_0000000208,PERSON_0000000365,PERSON_0000000055
TRACE_PERSON_0000000274,PERSON_0000000850,PERSON_0000000816
TRACE_PERSON_0000000336,PERSON_0000000298,PERSON_0000000266
TRACE_PERSON_0000000809,PERSON_0000000841,PERSON_0000000695
TRACE_PERSON_0000000699,PERSON_0000000641,PERSON_0000000008
TRACE_PERSON_0000000424,PERSON_0000000325,PERSON_0000000303
TRACE_PERSON_0000000094,PERSON_0000000676,PERSON_0000000154
TRACE_PERSON_0000000715,PERSON_0000000794,PERSON_0000000135
TRACE_PERSON_0000000348,PERSON_0000000580,PERSON_0000000733
TRACE_PERSON_0000000573,PERSON_0000000632,PERSON_0000000586
TRACE_PERSON_0000000713,PERSON_0000000543,PERSON_0000000412
TRACE_PERSON_0000000811,PERSON_0000000120,PERSON_0000000110
TRACE_PERSON_0000000133,PERSON_0000000775,PERSON_0000000586
TRACE_PERSON_0000000652,PERSON_0000000786,PERSON_0000000104
TRACE_PERSON_0000000110,PERSON_0000000849,PERSON_0000000732
TRACE_PERSON_0000000424,PERSON_0000000904,PERSON_0000000002
TRACE_PERSON_0000000251,PERSON_0000000594,PERSON_0000000894
TRACE_PERSON_0000000868,PERSON_0000000370,PERSON_0000000868
TRACE_PERSON_0000000037,PERSON_0000000716,PERSON_0000000093
TRACE_PERSON_0000000297,PERSON_0000000679,PERSON_0000000364
TRACE_PERSON_0000000510,PERSON_0000000448,PERSON_0000000265
TRACE_PERSON_0000000495,PERSON_0000000238,PERSON_0000000755
TRACE_PERSON_0000000673,PERSON_0000000232,PERSON_0000000106
TRACE_PERSON_0000000843,PERSON_0000000598,PERSON_0000000004
TRACE_PERSON_0000000361,PERSON_0000000643,PERSON_0000000424
TRACE_PERSON_0000000805,PERSON_0000000973,PERSON_0000000835
TRACE_PERSON_0000000352,PERSON_0000000222,PERSON_0000000656
TRACE_PERSON_0000000703,PERSON_0000000032,PERSON_0000000645
TRACE_PERSON_0000000106,PERSON_0000000683,PERSON_0000000974
TRACE_PERSON_0000000820,PERSON_0000000990,PERSON_0000000791
TRACE_PERSON_0000000043,PERSON_0000000494,PERSON_0000000903
TRACE_PERSON_0000000739,PERSON_0000000791,PERSON_0000000381
TRACE_PERSON_0000000086,PERSON_0000000690,PERSON_0000000269
TRACE_PERSON_0000000159,PERSON_0000000613,PERSON_0000000563
TRACE_PERSON_0000000762,PERSON_0000000462,PERSON_0000000055
TRACE_PERSON_0000000891,PERSON_0000000172,PERSON_0000000021
TRACE_PERSON_0000000542,PERSON_0000000825,PERSON_0000000324
TRACE_PERSON_0000000536,PERSON_0000000955,PERSON_0000000731
TRACE_PERSON_0000000542,PERSON_0000000154,PERSON_0000000542
TRACE_PERSON_0000000310,PERSON_0000000341,PERSON_0000000583
TRACE_PERSON_0000000635,PERSON_0000000118,PERSON_0000000006
TRACE_PERSON_0000000315,PERSON_0000000951,PERSON_0000000934
TRACE_PERSON_0000000025,PERSON_0000000732,PERSON_0000000644
TRACE_PERSON_0000000064,PERSON_0000000342,PERSON_0000000357
TRACE_PERSON_0000000633,PERSON_0000000529,PERSON_0000000321
TRACE_PERSON_0000000689,PERSON_0000000462,PERSON_0000000472
TRACE_PERSON_0000000752,PERSON_0000000046,PERSON_0000000156
TRACE_PERSON_0000000714,PERSON_0000000210,PERSON_0000000590
TRACE_PERSON_0000000904,PERSON_0000000863,PERSON_0000000809
TRACE_PERSON_0000000035,PERSON_0000000531,PERSON_0000000256
TRACE_PERSON_0000000399,PERSON_0000000028,PERSON_0000000705
TRACE_PERSON_0000000477,PERSON_0000000729,PERSON_0000000553
TRACE_PERSON_0000000651,PERSON_0000000556,PERSON_0000000434
TRACE_PERSON_0000000827,PERSON_0000000856,PERSON_0000000959
TRACE_PERSON_0000000374,PERSON_0000000952,PERSON_0000000558
TRACE_PERSON_0000000113,PERSON_0000000475,PERSON_0000000582
TRACE_PERSON_0000000711,PERSON_0000000571,PERSON_0000000009
TRACE_PERSON_0000000239,PERSON_0000000680,PERSON_0000000034
TRACE_PERSON_0000000352,PERSON_0000000378,PERSON_0000000693
TRACE_PERSON_0000000734,PERSON_0000000996,PERSON_0000000204
TRACE_PERSON_0000000582,PERSON_0000000479,PERSON_0000000370
TRACE_PERSON_0000000397,PERSON_0000000861,PERSON_0000000191
TRACE_PERSON_0000000705,PERSON_0000000467,PERSON_0000000705
TRACE_PERSON_0000000003,PERSON_0000000266,PERSON_0000000468
TRACE_PERSON_0000000958,PERSON_0000000763,PERSON_0000000120
TRACE_PERSON_0000000542,PERSON_0000000764,PERSON_0000000872
TRACE_PERSON_0000000731,PERSON_0000000838,PERSON_0000000682
TRACE_PERSON_0000000809,PERSON_0000000103,PERSON_0000000759
TRACE_PERSON_0000000042,PERSON_0000000185,PERSON_0000000522
TRACE_PERSON_0000000348,PERSON_0000000573,PERSON_0000000992
TRACE_PERSON_0000000514,PERSON_0000000314,PERSON_0000000780
TRACE_PERSON_0000000549,PERSON_0000000747,PERSON_0000000687
TRACE_PERSON_0000000084,PERSON_0000000816,PERSON_0000000567
TRACE_PERSON_0000000725,PERSON_0000000068,PERSON_0000000644
TRACE_PERSON_0000000678,PERSON_0000000384,PERSON_0000000958
TRACE_PERSON_0000000124,PERSON_0000000967,PERSON_0000000940
TRACE_PERSON_0000000304,PERSON_0000000593,PERSON_0000000931
TRACE_PERSON_0000000404,PERSON_0000000017,PERSON_0000000140
TRACE_PERSON_0000000399,PERSON_0000000061,PERSON_0000000974
TRACE_PERSON_0000000043,PERSON_0000000722,PERSON_0000000766
TRACE_PERSON_0000000296,PERSON_0000000157,PERSON_0000000716
